,tokens,text
2036,solar seminar this datetime at the momilani community center at hoomoana street pearl city hi,"Solar Seminar this Friday at the Momilani Community Center at 5:30. 715 Hoomoana Street, Pearl City, HI"
2043,rt @microsofthohm save up to $ a year by use your computer 's sleep set when it ' inactive hyperlink,RT @microsofthohm Save up to $75 a year by using your computer's sleep setting when it's inactive http://is.gd/dbJW3
2101,usermention system power nine pardee home solar community in southern statename hyperlink solarenergy efficient green,@SunPower Systems Powering Nine Pardee Homes Solar Communities in Southern California http://bit.ly/9s2A2p #solarenergy #efficient #green
2134,good datetime and welcome to the first work day of august hope you have a good weekend,Good morning and welcome to the first work day of August! Hope you had a good weekend!
2153,usermention cool try @powerdownedu and @csci tweet for computer power management hyperlink,@GodsDreamsForMe Cool! Try @PowerDownEdu and @CSCI_Tweets for computer power management. http://ow.ly/2kDZY
2161,rt @fastcompany solar market forecast to grow to $ billion by hyperlink solarpower,RT @fastcompany Solar Market Forecasted to Grow to $78 Billion By 2015 http://bit.ly/boM9aj #solarpower
2166,usermention you 're welcome thanks for the rt also you may want to try a smart strip if you do not already have one,"@GodsDreamsForMe You're welcome! Thanks for the RT! Also, you might want to try a smart strip if you don't already have one."
2174,rt @powerdownedu in a typical desktop pc % of power be waste as heat use power mgmt feature on your computer to save energy $,"RT @PowerDownEdu In a typical desktop PC, 50% of power is wasted as heat. Use power mgmt features on your computers to save #energy + $!"
2177,keep in mind that % of the cost of washing clothes come from heat the water so use hot water only for very hyperlink,"Keep in mind that 90% of the cost of washing clothes comes from heating the water, so use hot water only for very... http://fb.me/FnmIbC2i"
2179,build out a company financial model microsoft excel say we be go to be huge now that ' an endorsement,Building out a company financial model.  Microsoft (Excel) says we are going to be huge!  Now that's an endorsement!
2187,usermention you 're welcome we 're the state energy conservation efficiency program under contract w the statename public utility commission,@iimsweb You're welcome! We're the state energy conservation & efficiency program under contract w/ the Hawaii Public Utilities Commission.
2206,rt @green connect leed home be become more popular across the country hyperlink,RT @green_connect: LEED Homes are Becoming More Popular Across the Country http://bit.ly/ctTbcp
2234,usermention build solar powered home community hyperlink solarenergy green statename,@SunPower builds 9 solar powered home communities! http://bit.ly/9aba4F #solarenergy #green #california
2244,rt @terrasolar ford to build solar energy system to power production of electric and hybrid canadianbusiness com hyperlink,RT @terrasolar: Ford to build solar energy system to power production of electric and hybrid ... - CanadianBusiness.com http://bit.ly/dlK9NF
2258,rt @solarenergy dir calif desert on pace to become world 's solar capital nytimes com hyperlink,RT @solarenergy_dir: Calif. Desert on Pace to Become World's Solar Capital - NYTimes.com http://ow.ly/2pgym
2288,rt @green connect statename zoo become first to earn leed gold certification hyperlink,RT @green_connect: California Zoo Becomes First To Earn LEED Gold Certification http://bit.ly/cokZDk
2299,come join revolusun at family fun day at the momilani community center in pearl city this datetime datetime it hyperlink,Come join RevoluSun at Family Fun Day at the Momilani Community Center in Pearl City this Saturday August 21. It... http://fb.me/suChqSPn
2317,interesting read about crude oil and statename recommend by michael chang statename energy deputy program manager hyperlink,Interesting read about crude oil and Texas recommended by Michael Chang (Hawaii Energy Deputy Program Manager) http://ow.ly/2s3nl
2318,solar power and your electric company electricity buy back program hyperlink solar residential netmetering green,#Solar Power and Your Electric Company  Electricity Buy-Back Programs  http://bit.ly/aHchrV solar #residential #netmetering #green
2331,come visit revolusun at the family fun day at the momilani community center in pearl city tommorow,Come visit RevoluSun at the Family Fun Day at the Momilani Community Center in Pearl City tommorow
2348,we will be @honoluluweekly 's green market from this thurs at fort street mall come visit us hyperlink,We'll be @HonoluluWeekly's Green Market from 9-1:30 this Thurs. at Fort Street Mall. Come visit us! http://j.mp/9Tpt7L
2363,rt @solarfr calif prop be oil company sham solar job killer do not fall it rt daily this be my th rt hyperlink,RT @SolarFred: Calif Prop 23 is #oil company sham & #solar job killer. Don't fall 4 it! RT daily. This is my 27th RT! http://ow.ly/2uas1
2368,rt @solarfr calif prop be oil company sham solar job killer do not fall it rt daily hyperlink,RT @SolarFred: Calif Prop 23 is #oil company sham & #solar job killer. Don't fall 4 it! RT daily.  http://ow.ly/2uas1
2380,gonna be in downtown today come visit us @honoluluweekly ' green market from a m to p m at fort street mall,Gonna be in downtown today? Come visit us @HonoluluWeekly's Green Market from 9 a.m. to 1:30 p.m. at Fort Street Mall!
2395,catch up on my google norcal solar alert make an updated list of blog material for upcoming week much to blog about in solar,"Catching up on my Google ""NorCal"" Solar Alerts.  Making an updated list of Blog material for upcoming week.  Much to blog about in solar :)"
2397,solar sell home in statename s large solar community closing faster than average hyperlink @sunpower solarpanels ca,#Solar sells: Homes in Californias largest solar community closing faster than average..... http://bit.ly/d4INTI @Sunpower #solarpanels #Ca
2413,feed in tariff effective solar financing in europe when will they come to the us hyperlink,Feed-in Tariffs: Effective #solar financing in Europe - when will they come to the US? http://bit.ly/dva5qU
2418,rt @pacificbiznews more than company take part in asia pacific clean energy summit hyperlink,RT @pacificbiznews More than 230 companies taking part in Asia Pacific Clean Energy Summit http://bit.ly/bKyM0D
2435,thanks to those who attend the asia pacific clean energy summit and expo come up next energy expo on hyperlink,Thanks to those who attended the Asia Pacific Clean Energy Summit and Expo! Coming up next: Energy Expo 2010 on 9/28! http://j.mp/8X8DtK
2479,verengo solar plus employee beat the competition hyperlink statename verengosolar,Verengo Solar Plus employee beats the competition......  http://bit.ly/9a9Beh #california #verengosolar
2486,rt @hcei u s pacific command energy strategy in cooperation with the state of statename hyperlink,RT @HCEI2030 U.S. Pacific Command Energy Strategy in Cooperation with the State of Hawaii http://bit.ly/bkP1kp
2492,visit this link to find out how you can become a part of our alliance program and receive up to an additional hyperlink,Visit this Link to find out how you can become a part of our alliance program and receive up to an additional... http://fb.me/w6JF69dn
2542,rt @staradvertiser company offer plan to install free solar panel in isle home hyperlink,RT @StarAdvertiser Company offers plan to install free solar panels in isle homes http://dlvr.it/5HjFn
2548,visit hyperlink to learn about the solar mover shaker in the nola community also find info on la green legislation for,"Visit www.lagreenlaw.com to learn about the Solar Movers & Shakers in the NOLA community!  Also, find info on LA Green Legislation for 2010"
2598,tune in to hpr for @bytemarks cafe datetime at p m derrick will be talk about the upcoming energy expo,Tune in to HPR 89.3 for @Bytemarks Cafe today at 5 p.m. Derrick will be talking about the upcoming Energy Expo 2010.
2607,if you be interested in upcoming aei special and discount for solar electric photovoltaic or solar water hyperlink,If you are interested in upcoming AEI Specials and Discounts for Solar Electric Photovoltaic or Solar Water... http://fb.me/AmoVGwdG
2617,listen to derrick sonoda talk about the upcoming energy expo on @bytemarks cafe on statename pubic radio hyperlink,Listen to Derrick Sonoda talk about the upcoming Energy Expo 2010 on @Bytemarks Cafe on Hawaii Pubic Radio! http://ow.ly/2J9yt
